texto,sentimento
comprei produtos e recebi com quem eu reclamo,neutro
pedi brando mas veio preto mas ok,neutro
tudo perfeito más entrega muito demorada mesmo com o tempo da greve de caminhoneiros foi demorado de mais,positivo
só recebi cadeira ainda falta uma,negativo
recebi apenas o copo térmico personalizado mas a placa decorativa não,negativo
há divergência entre o produto apresentado e o entregue,positivo
desejaria receber o manual c foto p saber manuseiar,positivo
excelente tanto o produto quanto a entrega apresentei minha sobrinha anos e ela adorou,positivo
perfeito chegou antes do prazo,positivo
estou aguardando a encomenda recebi o aviso de dificuldade na entrega mas ninguém entrou em contato para dizer o q realmente aconteceu,negativo
produto com meia hora de uso já descolou o adesivo e a madeira simplesmente descamando itens de segurança todos muito fracos e ocos além do que os elásticos para prender são muito curtos,negativo
apesar de terem informado que havia problema na entrega foi entregue rapidinho,positivo
só o whey chegou atrasado mas o motivo do atraso foi dos correios,positivo
chegou antes da primeira compra,positivo
uma vergonha uma empresa vender um livro mas entregar outro que de nada serve para meus estudos optei por comprar com a empresa e agora não há mais em outras e nem nessa porcaria revoltado,negativo
recebi apenas a rede não foi enviado os ganchos favor entrar em contato,negativo
toalha de péssima qualidade prefiro as dá marca casa e conforto,negativo
fiz uma compra de duas garrafas super caras recebi apenas uma e o principal o filtro de quase reais não vieram estar no meu e mail como entregue so tento recebido uma garrafa gostaria resp,negativo
produto original entregue antes do prazo esperado entrega super rápida produto bem embalado e lacrado otimo preço loja de confiança indico e compraria novamente,positivo
gostaria de saber quando vai chegar,negativo
recebi apenas um controle estou no aguardo do próximo torcendo para que chegue entre esses dias já que no rastreio informa que já está no transporte,neutro
recebido conforme espectativa,positivo
fiquei aguardando o produto e ainda não chegou comprei antes do natal e informaram que entregariam até atrasei até a minha viagem por causa dessa entrega volto de viagem att,negativo
produto conforme anunciado entrega rapidissima,positivo
recebi apenas um dos produtos e a empresa não entrou em contato comigo,negativo
o produto chegou antes do prazo informado bem acondicionado ainda estou testando o celular mas aparentemente não é ruim,positivo
produto chegou antes do prazo adorei,positivo
recomendo chegou antes do prazo e tudo certinho,positivo
desta vez dou o parabèns o pedido foi entregue antes da data,positivo
na verdade não estou falando mal da loja em si mas sim do produto que adquiri que é de péssima qualidade,negativo
apresentou manchas de utilização no produto,negativo
foram rapidos na entrega e cumpriram com o anuncio excelente,positivo
foi tranquilo ate agora tudo foi cumprido,positivo
excelente produto igual ao descrito entrega rápida e negociação boa,positivo
amei ficou muito bonito no meu braço,positivo
instalei primeiro o cartucho preto e ao que parece as tintas são de qualidade duvidosa impressão saindo com falhas os tubos são diferentes do anúncio pelo preço pago mais o frete ficou caro,neutro
comprei o produto no dia à noite e chegou em bem antes do previsto agora minha esposa não precisará me pedir para ajustar a temperatura do chuveiro risos,positivo
muito bom confiável,positivo
entrega estava prevista para dia e chegou dia super rápido,positivo
sempre bem atendido e os produtos sempre chegar am no prazo,positivo
fiz a compra de duas unidades recebi apenas um e na nota fiscal constam itens,negativo
recebi o produto no dia de abril que não correspondeu a minha expectativa de acordo com o que compreendi da imagem do mesmo assim desta vez pedi a devolução do produto no dia de hoje,positivo
gostei muito do produto panos de prato lindíssimo,positivo
indico otimos pneus,positivo
não recebi na quantidade comprada comprei e só me entregaram a lannister com vacilou feio ainda estou esperando o contato da empresa para acertar comigo,negativo
bom atendimento estou satisfeito e eu recomendo esta loja ok,positivo
ótimo produto entrega rápida porém chegou na cor errada optei por não fazer a troca,positivo
prazo cumprido mercadoria chegou bem embalada vou desembalar e verificar internamente,positivo
recebi antes do prazo previsto ótimo produto,positivo
amei a facilidade para comprar a rapidez na entrega,positivo
sempre compro nas lojas lannister dessa vez demoroi a chegar por causa da greve dos correios fora isso e bem rápida à entrega,positivo
até o momento não recebe o produto e quando ligo no numero de telefone que tem na nf ninguém atende já mandei email para o atendimento das lannister e também ninguém responde,negativo
demorou semana para gerar a nota e no final nao foi entregue no prazo e ainda estou sem o produto,negativo
produto bem e rapidez na entrega,neutro
chegou dentro do prazo,positivo
produto naõ atemdeu minha espectativa material muito fragil e fino,negativo
muito satisfeita entrega no prazo estimado e capa transparente e película de vidro para meu bebê meu smartphone asus zenfone selfie tudo certinho tamanho ok e muito bonito os dois produtos valeu,positivo
o produto atendeu a minha solicitação,positivo
site muito bom,positivo
ainda não recebi o produto por conta dos correios que perderam minha encomenda,negativo
a entrega foi prejudicada em função da greve dos correios,positivo
tudo como descrito chegou muito antes do prazo ótimo recomendo,positivo
produto não foi entregue na prevista de compra efetuada em pago integralmente em o que ocorreu com a mercadoria qual o prazo,negativo
recebi antes do prezo e fiquei satisfeito,positivo
compra perfeita e entrega ok,positivo
até a data de hoje nao recebi o produto que era p ter chegado a mais de dias completo descaso e falta de profissionalismo e respeito com o consumidor,negativo
chego certo adoro comprar na lannister com br qto ao produto ainda não usei,positivo
muito boa qualidade,positivo
recebi o produto antes do prazo real da entrega sem defeito e bem embalado,positivo
tudo de acordo com a descrição ainda vou usar,positivo
o produto era exatamente o que eu precisasa,negativo
nada a declarar,positivo
o óculos veio em perfeitas condições e chegou bem rápido porém veio sem a flanelinha,neutro
gostei muito dos produtos pretendo comprar outros,positivo
o produto tinha uma previsão de entrega para o dia contudo de forma surpreendente recebi em parabéns,positivo
produto de péssima qualidade e acabamento,negativo
recebi meus produtos no prazo estimado super feliz recomendo as compras no site da baratheon,positivo
não sei como a lannister resolve usar o próprio nome pra vender produtos de um loja tão descompromissada com o cliente não respondem o meu e mail reclamando do atraso e da falta de atenção,negativo
produto chegou no praso mas como sempre quando vem via correio que demoraaaaaaa,positivo
uma boa entrega antes do prazo,positivo
acabamento e material de qualidade coube meu notebook de sem problemas além disso foi entregue muito rápido,positivo
a estante veio com duas bandejas amassadas,negativo
boa qualidade e entregue no tempo certo,positivo
ótimo produto e entrega rápida,positivo
somente o frete que acho ainda muito caro,positivo
recomendo pois nunca tive problemas com a loja cotinua sendo uma boa loja para comprar,positivo
foi rápido e o produto é excelente recomendo,positivo
adoreiii os capachos super lindos a entrega foi feita quase dias antes do prazo,positivo
eu recomendo veio antes do prazo e deu direitinho no xbox o né,positivo
bom dia como faço para cancelar esta compra cansei de esperar o dinheiro do cartão já paguei preciso que vocês me ajudem obrigado,negativo
o produto chegou no prazo,positivo
otimo produto entregue dentro do prazo,positivo
estão de parabéns pelo produto e compromisso de data de entrega,positivo
recebi um comunicado que não teria o produto no estoque da loja foi feito o cancelamento e estou aguardando o estorno do valor pago,negativo
o produto chegou atrasado e veio quebrado e até agora não consegui contato com vcs para trocar,negativo
não recebi o produto cancelado por falta no estoque,negativo
comprei bege e veio preto com desenho diferente,negativo
gostei do produto a entrega foi rápida,positivo
entrega demorada e pouca informação se o produto for vendido por outro site darei a preferencia,neutro
foi feito o pedido do produto mas houve problemas com a targaryen e o mesmo foi cancelado,positivo
super satisfeita com o produto o atendimento e a logística nota super recomendo o produto a loja e a logística parabéns,positivo
não recomendaria a targaryen a outros compradores,negativo
até as que dão no lava car e postos de gasolina são melhores,negativo
produto entregue no prazo em perfeitas condições,positivo
nada a reclamar,positivo
entrega no prazo produto de boa qualidade,positivo
comprei pq confio no site do stark,positivo
o produto veio corretamente no prazo porém a nota fiscal eletronica foi emitida incorretamete foi emitida usando como razão social o local de entrega e o cnpj do local de cobrança,neutro
muito bom nao fica froxo onde conecta firme,positivo
ameiii super indico,positivo
foi entregue no pazo,positivo
so não gostei o que ouve com o preço comprei em um dia no outro dia estava reais mais barato sem falar que o produto veio com outro nome me dei mal,negativo
chegou super rápido e ainda ganhei brindes,positivo
produto com defeito nas costuras,negativo
recebemos com bastante antecedencia produto otimo infelizmente o correios deixou a caixa cair e teve uma quebra na lateral mas nada que abone o trabalho,positivo
a greve dos caminhoneiros afetou diretamente o serviço de entregas de encomendas mas estou no aguardo,neutro
a maquina é linda fácil de usar forte silenciosa manual bem explicado e chegou na metade do prazo de entrega,positivo
o produto não foi enviado porque eu errei ao digitar o número da minha casa,neutro
o produto está atrasado,negativo
ainda não recebi o prduto,negativo
encomendei duas unidades do produto e recebi apenas uma,negativo
a espera do reembolso ou cancelarei o pagamento,positivo
fiz compra de maleta de maquiagem infantil no dia previsão de entrega seria dia mas até hoje não recebi wi fi fenzza,negativo
gostei do produto,negativo
não embalaram bem como veio de muito longe acho por isso veio com aranhões por ser preta mostra bem,negativo
muito bom produto,positivo
linda bicicleta e tudo certinho e chegou antes do prazo super recomendo,positivo
não recebi nada fui enganada paguei um frete que não foi executada quero meu dinheiro de volta quero saber o que fazer para ser ressarcida,negativo
muita ansiedade para a chegada do produto mais gostei,positivo
ótimo produto e chegou antes do prazo informado,positivo
o pedido chegou antes do previsto e o produto é de otima qualidade,positivo
recomendo veio em perfeito estado e bem em balado chegou em dias super antes do prazo,positivo
o produto e bom porem a foto es diferente o zíper do produto é branco real e branco e ficou horrível bolsa rose com zíper branco,negativo
foi um servico que funcionou como previsto da compra,positivo
só acho que o frete é muito caro eu evitaria comprar novamente,neutro
o brinquedo veio com defeito a dificuldade em trocar está pq minha filha chora quando proponho para ela esperar uma semana pelo outro,negativo
produto entregue antes do prazo,positivo
produto bom preço bom entregue no prazo,positivo
era para ser entregue produtos tres e depois mais um so foi entregue dois produtos,negativo
recebi antes do prazo,positivo
produto entregue no prazo,positivo
dentro do prazo e com a qualidade desejada,positivo
o produto recebir com defeito a cortina desfiada e aoutra erada,positivo
o prazo de entrega e muito longo e quando chega na data de previsão de entrega o produto não foi entregue,negativo
gostei nada a reclamar,positivo
demora na entrega,negativo
produto não é o mesmo da foto muito diferente odiei,negativo
recomendo chegou antes do prazo combinad,positivo
quero devolver o produto,negativo
na entrega veio faltando os dois assento futon que eu comprei fora do kit ou seja só entregaram os kits continuo aguardando o contato de vocês,negativo
muito bom e o prazo excelente,positivo
não gostei da demora que especificamente este produto teve na entrega até o momento não foi entregue,negativo
ocorreu atraso devido a greve dos correios mas o produto chegou super rápido á minha cidade não tenho como testar o produto mas parece muito bom,positivo
produto chegou certinho e antes do prazo previsto,positivo
o produto chegou direitinho entrega rápida alem do previsto parabéns recomendo esse site,positivo
faltou o protetor de colchao,neutro
até agora o produto não foi entregue e não tenho nenhuma resposta ou notícias,negativo
tudo dentro do prazo otimo produto,positivo
estou esperando a mercadoria que saiu dia do rj e até momento não chegou ao rastrear identifico que a mercadoria esta em transporte faz dias e não chegou ao local indicado no rastreamento,negativo
produto ótimo amei,positivo
recebi bem antes do prazo recomendo,positivo
sempre recebo e desta vez não recebi,negativo
ótimo custo x beneficio,positivo
amo compra nas americana muito bom targaryen ótima também,positivo
comprei pensando que era um casio de verdade era um relógio pirata e ainda de mostruário todo riscado golpe,negativo
descarrega rápido mesmo deixando ele desligado,positivo
gostei da compra infelizmente nossos correios tao uma brincadeira sempre tenho que buscar minhas encomendas,neutro
desejo um gaveteiro maior e rosa kkkkkk tudo que comprei até o momento maravilhoso,positivo
boa produto bom,positivo
comprei uma capa para um tablet e a que foi entregue não foi a que escolhi no site da lannister não emitiram a nota fiscal do produto nunca mais compro nada desses parceiros da lannister,negativo
o prazo de entrega é até,positivo
recomento super diferente e lindo,positivo
produto entregue dentro do prazo previsto,positivo
excelente produto chegou antes do prazo recomendo,positivo
correu todo como esperado o que foi ridículo foi entregue os produtos caixinhas x em caixas grandes de x todos da mesma loja,positivo
ainda não usei o produto mas espero ficar satisfeito quanto a compra e a entrega,positivo
fiquei extremamente desapontada comprei bonecos pelo site e duas semanas depois a compra cancelada por falta do produto perdi a oportunidade de comprar em outra loja e o produto se esgotou,negativo
os cartuchos entregues não são da hp embora é entregue na caixa e aparentemente pareça mas é um produto falsificado solicitei a troca dos mesmos mas ainda não obtive retorno,negativo
mercadoria feio faltando peças,negativo
amei o produto e a entrega super rápida,positivo
produto atendeu minhas expectativas muito lindo,positivo
fiquei muito satisfeita com a compra do produto as características são realmente como estava no anúncio ótima qualidade a entrega também foi bem dentro do prazo,positivo
loja excelente negociação,positivo
comprei o boneco no mario bros tradicional e me mandaram o boneco mario bros fire branco se eu quisesse esse teria comprado em outro lugar não recomendo a loja,negativo
até agora não recebir meu produto na minha residência fico muito triste pois essa é minha primeira compra pelo baratheon e fiquei insatisfeita,negativo
produto ótimo veio certinho e chegou dias antes estou super satisfeita,positivo
o produto foi entregue antes do prazo muito bom o produto recomendo,positivo
abriram sumiram com a nota mas não era droga veio em caixa de maggi,positivo
o jogo de lençol é lindo foi entregue antes do prazo,positivo
o oproduto é de péssima qualidade,positivo
o perfume é ótimo o preço sem comparação podem comprar sem medo,positivo
o produto veio diferente sem ser o anunciado nas lojas lannister e também veio bloqueado inutilizado para uso quero o produto anunciado ou o meu dinheiro de volta ou vou bloquear o pagamento do car,negativo
inox e inox escovado,positivo
produto foi entregue dentro do prazo,positivo
esse produto deveria ter os cabos v,positivo
tenho receio de que o relógio é uma réplica,negativo
chegou conforme o esperado e antes do prazo,positivo
rapidez na entrega,positivo
mas entrega se deu um destaque pela eficiência do produto quanto a questão de preço ai deixou a desejar mas recomendo sem duvida,positivo
o esperado obrigado,positivo
único problema é que a tinta não se prender bem na caneta tem que mergulhar várias vezes para poder usar como se ela tivesse diluída mas pode ser um problema que só eu tô tendo vale a pena com,positivo
apesar de falarem muito qto à problema de entrega com a loja lannister no já experiência sempre foi boa,positivo
recomendo chegou bem antes do prazo,positivo
não posso dizer nada ainda,positivo
recebi o produto em perfeito estado e no prazo previsto recomendo vivamente,positivo
estou muito satisfeita o produto é lindo perfeito,positivo
recebi todos os outros pendentes que comprei esta faltando o branco,neutro
produto bom chegou antes do prazo como de praxe na lannister,positivo
recebi e percebi que ela esta totalmente desrregulada o peso não esta conferindo com o pesso que temos como fazer,neutro
não recebi o produto horrível o atendimento,negativo
sempre comprei no baratheon eu recomendo,positivo
o produto chegou diferente do anunciado,negativo
com dias o produto chegou tamanho excelente e linda lancheira meu filho adorou ótimo acabamento,positivo
entrega super ágil bem antes do prazo final porém recebi um produto diferente do anunciado mas de boa qualidade e que satisfez minha necessidade,positivo
sempre satisfeita com tudo que peço por aqui obrigada,positivo
produto bom e barato atende o que propõe o fabricante entrega rapiada e antes do prazo bem embalado recomendo,positivo
o controle não é específico da marca da tv é um controle universal que você encontra em qualquer lugar,positivo
recebi bem antes do prazo produto de ótima qualidade,positivo
produto entregue no prazo muito bom,positivo
o pircieng chegou amei,positivo
lindo e chegou dentro do tempo previsto o lustre é lindo amei e super recomendo,positivo
sempre compro no baratheon porem quando se tratam de produtos que eles vendem mas não são entregues por eles nem sempre da tudo certo enfim recomendo o baratheon mas voces podem melhorar isso,neutro
já se passaram mais de dias da última atualização e não houve qualquer contato para informar o motivo do atraso ou uma nova previsão de entrega,negativo
chegou antes do prazo amei,positivo
até a presente data não recebi o produto e nem nenhuma informação quanto o envio,negativo
quero agradecer pela atenção que me foi dada o brinco de argola que pedi não tinha então a loja entrou em contato comigo e me deu toda a atenção necessária só tenho a agradecer muito obrigada,positivo
tudo perfeito entregou antes do previsto e produto era o mesmo da foto e descrição,positivo
adore muito bonita e muito fácil de montar,positivo
estas empresas que mandam os produtos desmontados mandam com o numero exato de peças o problema quando falta faltou uma porca,positivo
o produto chegou avariado e recusei a entrega,negativo
produto entregue dentro do prazo,positivo
produto de qualidade a entrega ocorreu antes do prazo porém acho que o frete deveria ser mais em barato,positivo
devido a greve dos correios o produto ficou parado e não chegou no prazo previsto,positivo
só achei muito pequeno e a grama muito ruim,positivo
produto entregue conforme anunciado,positivo
irresponsável não tem nenhuma preocupação com o cliente pois cancela a venda na véspera da entrega após esperar dias fui obrigada a colocar uma coroa para poder deixar aqui minha opinião,negativo
não foi entregue o mobile de carrinho,neutro
muito boa a loja a entrega foi entregue no prazo,neutro
fiz um pedido e veio outro modelo deixa a desejar um pouco a interesse do consumidor precisei entrar em contado com o site não consigo,negativo
linda mochila boa qualidade bom preço e entrega rápida,positivo
não me enviaram o produto alegando que não o tinha no estoque não recebi o dinheiro de volta,negativo
nao veio a luva mandaram um relogio feio no lugar sem me consultar antes,positivo
recebi dentro do praso,positivo
rapida entrega mesmo sem gqsolina nos postos recomendo continuem assim pois estao de parabens,positivo
tudo entregue bem antes do prazo sem problemas,positivo
estou esperando resposta pelo celular email e ate o momento nada,negativo
o produto eh falsificado não eh o anunciado,negativo
produto entregue dentro do prazo sem avarias e horário adequado excelente atendimento,positivo
comprei um patins pela loja e a entrega estava prevista para até a presente data não recebi,negativo
embora eu ter recebido o produto em dias mas o meu produto veio com avaria o produto foi uma película de um smartphone da asus zenfone zoom a película veio trincada,negativo
bom barato e rápido,positivo
otimo em tudo nota,positivo
produto muito bom,positivo
entregue no prazo e em perfeito estado,positivo
produto chegou corretamente e dentro do prazo estipulado,positivo
junto com a netshoes as melhores lojas on line,positivo
super rápido a entrega e em ótima consevação,positivo
depois de mais de dias da compra efetuada recebo um e mail informando que o produto que comprei não estava mais disponível simplesmente um descaso com o consumidor e um atendimento lamentável,negativo
loja cumpriu o prometido,positivo
loja muito segura cumpriu todas as normas adotadas ta de parabéns,positivo
chegou até antes do prazo parabens,positivo
minha compra chegou bem antes do esperado e em perfeitas condições,positivo
gostei de comprar com voces obrigado pelo bom atendimento,positivo
tudo entregue direitinho,positivo
ótimo produto tudo de acordo com o anuncio e a entrega foi muito rápida estou muito satisfeito,positivo
sempre compro no site da lannister e sempre recebo antes do prazo e tudo dentro do esperado,positivo
entregam antes do prazo determinado recomendo,positivo
ótima loja muito rápida produto chegou em dias úteis recomendo muito,positivo
apesar de estar no prazo de entrega o produto demorou muito para chegar fiz o pedido do mesmo produto em um concorrente do stark que entregou bem antes,negativo
estava quase tudo perfeito exceto que na foto parece ser uma coisa e o produto físico é diferente,positivo
exelente loja entrega rapida antes do prazo,positivo
produto entregue corretamente e com muito boa qualidade em seus produtos,positivo
demorou para fazer a confirmação e o pedido,negativo
produto nao é o q eu queria nao tem selo do imetro e nao é original nao gostei mesmo arrependido,negativo
o produto é bem simples o problema é que vem com o tampo solto e o meu apresentou uma leve diferença na altura de um cavalete e veio com ranhuras na madeira sendo que há um pedaço quebrado,neutro
a bolsa é simples mais é bonita chegou bem antes do prazo tudo ok,positivo
recebi como contratado e ainda antes,positivo
faltaram duas embalagens,negativo
comprei mochilas iguais uma verde e uma vermelha e foi entregue apenas a mochila verde solicito o envio imediato da mochila vermelha obrigada,negativo
recebi o produto antes do prazo muito obrigada pela eficiência no atendimento,positivo
amei muito linda e bem feita atendeu minhas expectativas,neutro
foi entregue no prazo,positivo
até hj nao recebi o produto a loja também nao entrou em contato,negativo
compra eficiente estou satisfeita,positivo
a entrega ocorreu rapidíssima me surpreendeu,positivo
pedi duas cadeiras e foi entregue apenas uma,negativo
muito bom o prazo foi atendido conforme enviado na compra,positivo
chegou absurdamente rápido,positivo
recebi o produto em um prazo muito menor que o estimado o que pra mim foi ótimo,positivo
o produto não correspondeu ao desjado,negativo
sempre rápidos na entrega,positivo
adorei minha compra veio tudo como imaginei perfeito com certeza recomendo,positivo
prazo da entrega já venceu e até agora n chegou minha mercadoria meses já,negativo
produto dentro de nossa expectativa só um pouco pequeno chegou antes do prazo previsto recomendo,positivo
entregou no prazo corretamente produto bem embalado indico,positivo
nao recebi o produto ainda o correio ainda nao mr entregou estou esperando era pra eu ter recebido dia,neutro
produto como o da foto mas é exageradamente grande,neutro
a entrega foi muito rápida está de parabens,positivo
quero uma resposta sobre minha encomenda,negativo
recebi bem antes do prazo,positivo
valeu apena comprar,positivo
até o momento não foi entregue o byeblade kit tornado,negativo
descupa ae teve um equívoco recebi sim o produto muito bom o trabalho de vcs agradeço peço descupa qualquer coisa,positivo
tudo dentro do previsto,positivo
foi entregue um dos produtos o outro não foi entregue,negativo
a transportadora informou que eu estava ausente em casa sendo que passo o dia todo em casa não teve nem opção de ligar para reclamar,negativo
produto conforme o anunciado fiquei satisfeita,positivo
primeiro que minha compra estava vinculada a outra e eu não consegui um dos produtos celular então vou pagar por um produto inútil para mim uma vez que não consegui cancelar a compra,negativo
ainda não posso dizer se o produto é bom estou usando a três dias mas ainda não vi grandes resultados o cheiro parece que melhorou um pouco vamos ver se em uma semana melhora mais,neutro
o produto chegou muito antes do prazo e veio direitinho,positivo
recebemos o produto porém faltando a quantidade correta compramos pedestais é só vieram já entrei em contato com as lannister e estão resolvendo,positivo
comprei duas caneleiras e uma porta caneleira as duas caneleiras chegou mais a porta caneleira nao,negativo
efetuei a compra de dois produtos mas só recebi um e o status foi registrado incorretamente como entregue,negativo
produto de boa qualidade ótima costura superou minhas expectativas,positivo
entrega perfeita recebi o produto antes do prazo determinado obrigada,positivo
entrega rápida super recomendo,positivo
não estava achando capinha para o modelo do meu celular e esta encaixou perfeitamente,positivo
veio numa embalagem esdruchula muito mal embalado parecia loja amadora de fundo de quintal vergonha stark numa parceria dessas chego a pensar se realmente o produto é original epson,negativo
infelizmente meu produto não foi entregue até o presente momento e já entrei em contato duas vezes com lannister com que não meu deu retorno sobre o que aconteceu com o meu produto,negativo
recebi muito antes do prazo as bolsas são grandes e de ótima qualidade amei,positivo
o combinado não sai caro,positivo
produto entregue pela metade so recebi a mochila dos carros as formas não vieram,negativo
tirando a cor errada o resto estava perfeito o que não foi bom é que vou ter que devolver o produto por não ser a cor que foi solicitada todo o transtorno de devolver e esperar retornar,positivo
ótimo produto eu recomendo,positivo
ao verificar disponibilidade do produto havia em estoque ao terminar a compra após o pagamento descobri que não tinha o produto em estoque então tive que ficar ligando para devolverem o dinheiro,negativo
eu de comprar na baratheon ainda nao tive que reclamar espero que continua assim obrigada,positivo
muito bom vendedor entrega o esperado e antes do prazo recomendo,positivo
como ocorreu a greve dos caminhoneiros no intervalo deste transporte creio q foi em um bom prazo o tempo da entrega e a mercadoria chegou em perfeitas condições,positivo
boa tarde já fiz várias compras no site das lojas lannister e todas as vezes recebi a mercadoria dentro do prazo específico bom vendedor por isto recomendo a todos muito grato e forte abraço,positivo
foi a melhor compra que eu fiz o jogo é lindissimo,positivo
produto igual o anunciado e chegou bem antes do prazo indicado,positivo
adorei produto muito pratico,positivo
comprei repetidores de sinal pelo stark com e recebi apenas um somaram o valor dos três e atribuíram a somente ele na nota fiscal exijo os outros dois ou meu dinheiro de volta,negativo
comprei vei certinho esse pedido mas umas banquetas que comprei antes desse pedido agora não chegou falaram que entregou mas eu n recebi comprei antes desse pedido e nao chegou,positivo
produto chegou no prazo,positivo
muito bommm recomendo,positivo
faz mais de dias que realizei uma compra e não recebi o produto o status do site só informa que se tem problema na entrega quando tento ligar na central também não tenho sucesso,negativo
recebi metade do produto,negativo
produto entregue na data prevista conforme prazo estipulado,neutro
não gostei muito rui,negativo
já testei no dia q chegou e muito bom super recomendo perfeito para pedalada noturna showww,positivo
comprei um produto e veio outro,negativo
produto de péssima qualidade estou aguardando contato para devolução o tecido é transparente mal costurado e não veio nas medidas não condiz com a foto propaganda enganosa,negativo
paguei um frente caro e despois tive que carregar peso do correio até em casa não gostei,negativo
ainda aguardo o produto após recebimento ou posição da empresa poderia recomendar ou modificar avaliação,negativo
a demora deve ser por conta do correio,neutro
excelente opção de compra,positivo
recebi apenas a bolsa a cortina não recebi,negativo
a empresa não deu retorno aos e mail enviados não entrou em contato para falar a respeito da entrega no entanto não restou outra alternativa se o não o cancelamento da compra,negativo
empresa parceira não tem o mesmo comprometimento que a loja,negativo
pedi uma bateria para um notebook e até agora nada de chegar pedi a um tempo já,negativo
a compre foi feita no dia e até o dia não recebi estou dependendo produto para finalizar a obra do banheiro total falta de respeito com consumidor nunca mais compro nessa loja,negativo
produto chegou bem antes do previsto muito bom gostei da agilidade,positivo
adorei o kit idêntico a foto muito lindo,positivo
demorou um pouco,neutro
sempre um bom atendimento,positivo
não recebi o meu produto e gostaria de saber porque,negativo
recebi no prazo ainda nao pode instalar para conferir o funcionamento,positivo
chegou em tempo hábil o pedido gostei da eficiência na entrega veio dentro do prazo de entrega,positivo
meu produto não chegou ainda há passou do prazo e não recebi,neutro
ótimo vendedor entregue no antes do prazo muito bom recomendo,positivo
achei um absurdo a demora sendo que o produto já foi pago e mesmo assim levar mês para entrega e até agora não recebi,negativo
mas chegou de acordo com o anúncio,positivo
produto bom veio bem bonito como na foto e chegou antes do prazo,positivo
produto mostrado no site é muito diferente do que recebi o que recebi o tecido é muito fino e estreito estou muito insatisfeita com o produto,negativo
estou aguardando a entrega do produto,negativo
os quadrinhos são lindos,neutro
ainda não recebi o kit veio somento um item do pedido,positivo
produto bonito a loja entregou rápido recomendo,positivo
produtos de excelente qualidade e chegou antes da data prevista,positivo
produto que chegou é apenas ok mas faltar é grave,negativo
recebi dentro do prazo ok produto top,positivo
muito bem embalada e entregue no prazo adorei,positivo
as peças da maçaneta do carro não encaixou direito,positivo
muito bom entregou bem antes do previsto,positivo
entregue apenas o bebê conforto falta o carrinho de bebê e a base,negativo
o produto chegou antes do prazo e exatamente o que solicitado em bom estado,positivo
fiz a compra em fevereiro e até agora nada nenhuma satisfação nenhum contato nada,negativo
produto bom veio super ráprido,positivo
a almofada é meio murcha e o enchimento é com uns pedaços de espuma soltos dentro dela não dá firmeza para o bebê,negativo
recebi o produto bem antes do prazo estabelecido com boa apresentação e bem embalado ainda não coloquei para funcionar e testar seu desempenho pois recebi hoje dia,positivo
ótima loja a entrega é rápida recomendo,positivo
péssima loja não entregou e e nunca me ligou para dar satisfação não recomendo e não compro nunca mais horrível,negativo
ótimo produto entrega antes do prazo super recomendo,positivo
chegou antes do prazo esperado,positivo
chegou tudo certo antes do prazo produto bom,positivo
muito bom recomendo,positivo
recebi o produto muito bem embalado e bem antes da data prevista estou satisfeito recomendo,positivo
excelente embalagem ainda vou testar o produto,positivo
comprei um carregador para iphone preto e veio o carregador na cor branca diferente do que pedi e demora muito para carregar o celular,negativo
entregou bem antes da data eu recomendo sim a loja,positivo
nao vale a pena a reclamação mas encomendei um carticho preto e outro colorido e recebi dois pretos,neutro
adorei o produto parabéns baratheon,positivo
paguei pelo frete deveria receber o produto em minha casa não vou busvar nos correios eu trabalho,negativo
a mesinha veio muito bem embalada em perfeitas condições dentro do prazo tudo correto,positivo
ptofuto muito confortávrl,positivo
comprei dois produtos e só chegou um até o presente momento,negativo
recebi o produto certo no tempo certo,positivo
mais uma vez a lannister com se superou e entregou o produto antes do combinado estou muito satisfeito,positivo
a entrega foi rápida mas temos que melhorar no rastreamento pois a gente quase não consegui rastrear,positivo
o produto chegou antes do prazo previsto,positivo
recomendo amei comprarar no baratheon já fiz varias compras e a satisfação só alimenta cada vez mais super indico,positivo
entrega em tempo hábil,positivo
eu super recomendo,positivo
entregou com rapidez,positivo
fiquei sem informações de rastreamento em tempo real chegou o produto é o rastreamento não indicava isso,positivo
adorei como eu queria e esperava ele é muito bonito obrigada,positivo
porem enviei um email para vcs contestando a forma de pagamento pois comprei tudo em x e dos produtos vieram com pagamento de x só fiz uma autorização de pagamento gostaria de uma resposta,positivo
gostei muito bonita,positivo
ótima compra adorei o produto,positivo
a cor e diferente de como está na foto,negativo
ótimo produto entrega super rápida também me entregaram bem antes do prazo estabelecido,positivo
por ser a primeira vez que eu compro e chegou super rapido então fiquei muito feliz com o atendimento de vocês e recomendo,positivo
a entrega surpreende pela rapidez,positivo
excelente produto e atendimento chegou antes do prazo,positivo
nunca tive problemas por isso recomendo,positivo
amei o produto,positivo
não recebi o produto correto prefiro acreditar que foi por engano já fiz o pedido de troca ou devolução do valor estou no aguardo da resposta por e mail,negativo
recomendo a loja porém devem tomar cuidado ao fazer a postagem de líquidos pois meu produto veio solto na caixa e vazou um pouco,negativo
fiz um pedido de cortinas iguais e só recebi uma e mais uma de outro modelo q ainda está pra ser entregue e paguei pelas três gostaria de saber se ainda vira a que está faltando,negativo
recomendo produto excelente e chegou muito antes do prazo parabéns,positivo
todos produtos chegaram muito antes do combinado super índico,positivo
